,Make,Model,year,CC,distance,transmission,color,price
3784,Opel,Astra,2018,1600,106000,automatic,Dark red,235000
3785,Fiat,Tipo,2018,1600,45000,automatic,Mocha,255000
3786,Renault,Logan,2013,1600,179000,manual,Gray,85000
3787,Toyota,Corolla,2010,1600,184000,automatic,Gray,195000
3788,Skoda,Fantasia,2010,1600,130000,automatic,Silver,225000
3789,Hyundai,Verna,2016,1600,292000,manual,White,100000
3790,Hyundai,Verna,2010,1600,96000,manual,Silver,100000
3791,Hyundai,Elantra MD,2011,1600,82000,automatic,White,210000
3792,Hyundai,Elantra AD,2018,1600,64000,automatic,Black,275000
3793,Kia,Cerato,2009,1600,165000,manual,Silver,130000
3794,Chevrolet,Aveo,2008,1500,150000,manual,Silver,92000
3795,Kia,Cerato,2014,1600,190000,automatic,Dark blue,180000
3796,Mitsubishi,Lancer,2013,1600,207000,automatic,Light grey,170000
3797,Opel,Astra,2016,1600,153000,automatic,Brown,198000
3798,Nissan,Sunny,2017,1600,70000,automatic,Black,170000
3799,MG,ZS,2020,1500,12000,automatic,Black,300000
3800,Skoda,Octavia A4,1999,1500,107000,manual,Silver,92000
3801,Chery,Envy,2018,1500,42000,manual,Mocha,125000
3802,Chevrolet,Aveo,2014,1600,87800,manual,Gray,135000
3803,Chevrolet,Optra,2008,1600,210000,manual,Silver,100000
3804,Hyundai,Verna,2012,1600,160000,manual,Silver,120000
3805,Skoda,Fantasia,2010,1600,200000,automatic,Silver,195000
3806,Toyota,Corolla,1998,1600,150000,automatic,Blue,65000
3807,Toyota,Corolla,2015,1600,67000,automatic,Black,265000
3808,Hyundai,Elantra HD,2020,1600,40000,automatic,Silver,225000
3809,Geely,Sparky,2006,1500,190000,manual,Silver,48000
3810,Peugeot,508,2012,1600,118000,automatic,Light grey,240000
3811,Subaru,Impreza,2005,1600,153000,automatic,Champagne,105000
3812,Byd,F3,2014,1600,200000,manual,Gray,105000
3813,Renault,Logan,2012,1600,139000,manual,Black,92000
3814,Nissan,Sunny,2009,1600,177000,automatic,Black,140000
3815,Chevrolet,Optra,2009,1600,194000,manual,Black,110000
3816,Daewoo,Nubira 2,2005,1600,200000,manual,Cyan,70000
3817,Daewoo,Lanos,2005,1500,200000,manual,White,82000
3818,Skoda,Fantasia,2020,1600,170000,automatic,Cyan,185000
3819,Toyota,Corolla,1993,1600,150000,automatic,Gold,75000
3820,Mazda,3 || Mazda 3,2015,1600,160000,automatic,White,254000
3821,Hyundai,Elantra AD,2017,1600,95000,automatic,Black,278000
3822,Chevrolet,Aveo,2016,1600,82000,automatic,Black,145000
3823,Daewoo,Nubira 2,2001,1600,230000,automatic,White,75000
3824,Hyundai,Elantra,2011,1600,169000,automatic,Black,165000
3825,Mitsubishi,Lancer,2015,1600,136000,automatic,Black,190000
3826,Skoda,Fantasia,2011,1600,153000,automatic,Light grey,220000
3827,Mitsubishi,Lancer,2013,1600,98000,automatic,Dark red,210000
3828,Chevrolet,Aveo,2009,1500,170000,manual,Silver,100000
3829,Kia,Cerato,2008,1600,250000,manual,Silver,150000
3830,Geely,Emgrand 7,2015,1600,164000,manual,Red,80000
3831,Mitsubishi,Lancer,2016,1600,127000,automatic,Silver,210000
3832,Kia,Sephia,2000,1600,190000,manual,Silver,75000
3833,Toyota,Corolla,2009,1600,103000,automatic,Blue,220000
3834,Chevrolet,Lanos,2011,1400,135000,manual,Silver,83000
3835,Volkswagen,Jetta,2011,1400,200000,automatic,Gold,210000
3836,Skoda,Octavia A4,2005,1600,110000,manual,Blue,163000
3837,Chevrolet,Lanos,2012,1500,217000,manual,Gray,88000
3838,Chevrolet,Lanos,2013,1500,139000,manual,Dark red,97000
3839,Byd,L3,2016,1600,140000,manual,Silver,115000
3840,Chevrolet,Lanos,2016,1500,90000,manual,Light grey,119000
3841,Byd,F3,2020,1500,65000,manual,Red,110000
3842,Daewoo,Lanos,2001,1500,250000,manual,Dark red,72000
3843,Toyota,Avensis,2006,1600,97000,manual,Dark red,140000
3844,Hyundai,Avante,2010,1600,85000,automatic,Silver,150000
3845,Mitsubishi,Lancer,2007,1600,220000,automatic,Silver,154000
3846,Nissan,Sunny,2016,1600,120000,automatic,Silver,162000
3847,Geely,Emgrand 7,2015,1600,90000,manual,Black,112000
3848,Lada,Granta,2016,1600,200000,manual,Petroleum,85000
3849,Speranza,A516,2009,1600,100000,manual,Black,75000
3850,Byd,L3,2017,1600,250000,manual,Gray,125000
3851,Hyundai,Verna,2010,1600,70000,manual,Black,125000
3852,Peugeot,406,2003,1600,150000,automatic,Cyan,85000
3853,Kia,Cerato,2016,1600,112000,automatic,Petroleum,250000
3854,Saipa,Tiba,2014,1500,10700,manual,Light grey,75000
3855,Fiat,Linea,2016,1400,153000,manual,White,120000
3856,Nissan,Sunny,2013,1500,122000,automatic,Dark red,137000
3857,Chevrolet,Cruze,2016,1600,150000,automatic,Black,195000
3858,Opel,Astra,2017,1600,77000,automatic,Petroleum,235000
3859,Hyundai,Verna,2019,1600,160000,manual,Silver,185000
3860,Speranza,A516,2009,1600,89000,manual,Gray,68000
3861,Chevrolet,Lanos,2009,1500,300000,manual,White,60000
3862,Daewoo,Leganza,1999,1500,166000,automatic,White,75000
3863,Chevrolet,Aveo,2013,1500,74000,manual,Dark red,114000
3864,Daewoo,Nubira 2,2006,1600,270000,manual,Black,88000
3865,Fiat,Siena,2000,1500,230000,manual,Dark red,56000
3866,Skoda,Rapid,2015,1600,237000,automatic,Gray,185000
3867,Skoda,Octavia A4,2000,1600,170000,manual,Petroleum,95000
3868,Skoda,Octavia A4,2001,1600,300000,manual,Blue,107000
3869,Chevrolet,Cruze,2016,1600,112000,automatic,Black,195000
3870,Hyundai,Accent,2011,1600,110000,automatic,Silver,180000
3871,Hyundai,Elantra MD,2015,1600,63000,automatic,Silver,235000
3872,Hyundai,Verna,2007,1500,107000,automatic,Dark red,95000
3873,Fiat,Siena,2001,1600,124000,manual,Silver,50000
3874,Hyundai,Elantra,2010,1600,241000,manual,Black,150000
3875,Fiat,Shahin,2000,1400,55000,manual,Dark red,46000
3876,Byd,F3,2020,1500,180000,manual,Blue,165000
3877,Nissan,Sunny,2014,1500,150000,manual,Black,150000
3878,Toyota,Corolla,2011,1600,158000,automatic,Black,176000
3879,Hyundai,Verna,2009,1600,149000,manual,Red,95000
3880,Renault,Logan,2016,1600,198000,automatic,Dark red,135000
3881,Hyundai,Verna,2017,1600,145000,manual,Dark red,145000
3882,Geely,Emgrand 7,2014,1500,83500,manual,Red,90000
3883,Chevrolet,Cruze,2010,1600,140000,automatic,Gray,135000
3884,Renault,Logan,2010,1600,235000,manual,Gray,80000
3885,Kia,Cerato,2010,1600,190000,automatic,Gray,178000
3886,Hyundai,Verna,2014,1600,127000,manual,Gray,117000
3887,Renault,Megane,2006,1600,205000,automatic,Silver,90000
3888,Hyundai,Verna,2015,1600,155000,manual,Dark red,122000
3889,Lada,Granta,2016,1600,130000,manual,Gray,92000
3890,Hyundai,Verna,2017,1600,81000,manual,Cyan,160000
3891,Kia,Cerato,2011,1600,93000,automatic,Red,165000
3892,Nissan,Sunny,2015,1600,114000,automatic,Light grey,150000
3893,Chevrolet,Cruze,2013,1600,180000,automatic,Silver,150000
3894,Byd,L3,2015,1500,10500,automatic,Dark red,120000
3895,Chevrolet,Cruze,2013,1500,158000,automatic,Gray,165000
3896,BMW,316,2015,1600,200000,automatic,Silver,330000
3897,Mitsubishi,Lancer,2008,1600,124000,automatic,Dark red,140000
3898,Renault,Megane,2005,1600,154000,automatic,Light grey,115000
3899,Toyota,Corolla,2002,1600,100000,automatic,Red,148000
3900,Hyundai,Verna,2014,1600,199000,manual,Silver,118000
3901,Opel,Insignia,2015,1600,180000,automatic,Brown,280000
3902,Opel,Vectra,2002,1600,150000,manual,Silver,110000
3903,Chevrolet,Lanos,2011,1500,105000,manual,Gray,100000
3904,Speranza,A516,2007,1600,134000,manual,Cyan,80000
3905,Toyota,Corolla,1997,1600,300000,automatic,Green,87000
3906,Toyota,Avensis,2006,1600,200000,manual,Silver,110000
3907,Proton,Saga,2010,1600,125000,automatic,Red,95000
3908,Proton,Wira,2004,1600,280000,manual,Green,67000
3909,Peugeot,405,2001,1600,150000,manual,Blue,70000
3910,Peugeot,405,1997,1600,125000,manual,Green,45000
3911,Chevrolet,Lanos,2015,1500,92000,manual,Light grey,120000
3912,Daewoo,Nubira 2,2001,1500,240000,manual,White,90000
3913,Hyundai,Verna,2006,1500,140000,manual,Cyan,84000
3914,Chevrolet,Aveo,2011,1500,52000,automatic,Red,145000
3915,Chevrolet,Lanos,2010,1500,35000,manual,Gray,95000
3916,Speranza,A516,2008,1600,100000,manual,Silver,75000
3917,Chevrolet,Lanos,2009,1600,139000,manual,White,85000
3918,Geely,Emgrand 7,2018,1500,105000,manual,Champagne,140000
3919,Byd,F3,2015,1500,83000,manual,Bronze,147000
3920,Nissan,Sunny,2016,1500,131000,automatic,Bronze,200000
3921,Hyundai,Elantra HD,2019,1500,39000,automatic,Gray,250000
3922,Renault,Megane,2000,1600,246000,automatic,Gray,85000
3923,Mitsubishi,Lancer,2008,1600,240000,automatic,Light grey,145000
3924,Renault,Fluence,2011,1600,179000,automatic,Silver,120000
3925,Proton,Persona,2009,1600,200000,automatic,Red,120000
3926,Haima,S5,2018,1500,25000,automatic,White,285000
3927,Opel,Astra,2017,1600,150000,automatic,Silver,200000
3928,Toyota,Corolla,2019,1600,90000,automatic,White,300000
3929,Mitsubishi,Lancer,2016,1600,150000,automatic,Gray,235000
3930,Kia,Cerato,2016,1600,340000,automatic,Black,280000
3931,Daewoo,Lanos 2,2002,1500,300000,manual,White,73000
3932,Skoda,Octavia A4,2006,1600,160000,manual,Dark red,118000
3933,Skoda,Octavia A5,2005,1600,270000,manual,Silver,132000
3934,Daewoo,Nubira 2,2002,1500,155000,manual,Blue,83000
3935,Kia,Cerato,2015,1600,95000,automatic,Blue,280000
3936,Renault,Scala,2011,1600,290000,automatic,Black,125000
3937,Hyundai,Elantra,2004,1600,199999,automatic,Gray,145000
3938,Chevrolet,Aveo,2010,1600,350000,automatic,Dark red,115000
3939,Fiat,Petra,2004,1600,205000,manual,White,50000
3940,Renault,Logan,2013,1600,120000,automatic,Black,65000
3941,Kia,Cerato,2007,1600,170000,automatic,Black,150000
3942,Hyundai,Elantra,2008,1600,200000,automatic,Blue,160000
3943,Kia,Sephia,2000,1500,150000,manual,White,55000
3944,Faw,Dream,2013,1600,150000,manual,Black,68000
3945,Kia,Cerato,2012,1600,111000,automatic,Eggplant,227000
3946,Ford,Focus,2007,1600,200000,automatic,Blue,120000
3947,Hyundai,Verna,2010,1600,198000,manual,Black,95000
3948,Hyundai,Verna,2013,1600,95000,manual,Light grey,120000
3949,Volkswagen,Passat,2010,1600,200000,automatic,Black,215000
3950,Hyundai,Accent,2011,1600,100000,automatic,Light grey,147000
3951,Kia,Cerato,2016,1600,170000,automatic,Silver,240000
3952,Geely,Emgrand 7,2015,1500,105000,manual,Champagne,105000
3953,Chevrolet,Optra,2008,1600,174000,automatic,Silver,120000
3954,Skoda,Octavia A5,2006,1600,131000,automatic,Red,152000
3955,Lada,Granta,2019,1600,29000,manual,Blue,125000
3956,Nissan,Sunny,2013,1600,230000,automatic,Silver,125000
3957,Daewoo,Lanos,2001,1500,40000,manual,Dark blue,73000
3958,Hyundai,Verna,2004,1600,194000,automatic,Gray,105000
3959,Honda,Civic,2010,1600,190000,automatic,Mocha,190000
3960,Daewoo,Nubira 2,2009,1600,200000,manual,Green,93000
3961,Opel,Insignia,2016,1600,152000,automatic,Black,325000
3962,Hyundai,Verna,2011,1600,143000,manual,Gray,95000
3963,Hyundai,Accent,2012,1500,93000,automatic,Black,180000
3964,Skoda,Octavia A7,2015,1600,140000,automatic,Gray,305000
3965,Daewoo,Nubira 2,2002,1600,200000,manual,Black,77000
3966,Geely,Emgrand 7,2015,1600,160000,manual,Silver,35000
3967,Toyota,Corolla,1992,1600,150000,manual,Red,80000
3968,Skoda,Octavia A7,2015,1600,200000,automatic,Brown,240000
3969,Daewoo,Lanos 2,2006,1500,140000,manual,Cyan,72000
3970,Speranza,M12,2013,1600,76000,manual,Dark blue,85000
3971,Hyundai,Elantra,2001,1600,156000,automatic,White,120000
3972,Chevrolet,Optra,2020,1600,17000,automatic,Petroleum,220000
3973,Geely,Emgrand 7,2018,1500,100000,manual,White,140000
3974,Seat,Cordoba,2001,1600,90000,manual,Silver,72000
3975,Opel,Astra,2014,1600,136000,automatic,Light grey,185000
3976,Skoda,Octavia A4,2009,1600,122000,manual,Cyan,155000
3977,Nissan,Sunny,2016,1500,120000,automatic,Silver,168000
3978,Renault,Rainbow,1997,1500,150000,manual,Black,40000
3979,Kia,Cerato,2009,1600,100000,automatic,White,205000
3980,Toyota,Corolla,1998,1500,200000,manual,Silver,79000
3981,Kia,Cerato,2013,1600,130000,automatic,Light grey,210000
3982,Senova,A1,2016,1600,38000,manual,Gray,140000
3983,Hyundai,Verna,2014,1600,250000,manual,Champagne,110000
3984,Byd,F3,2015,1600,300000,automatic,Dark red,90000
3985,Chevrolet,Cruze,2016,1600,126000,automatic,Light grey,175000
3986,Chevrolet,Lanos,2011,1600,180000,manual,White,80000
3987,Hyundai,Elantra,2006,1600,200000,automatic,Silver,140000
3988,Volkswagen,Passat,2013,1600,144000,automatic,Silver,282000
3989,Kia,Cerato,2010,1600,159000,automatic,Champagne,160000
3990,Proton,Persona,2013,1600,91000,automatic,Silver,150000
3991,Byd,F3,2018,1600,130000,manual,Black,142000
3992,Honda,Civic,2012,1600,97000,automatic,Gray,260000
3993,Kia,Cerato,2014,1600,100000,automatic,Red,245000
3994,Mitsubishi,Lancer,1998,1600,250000,manual,Light grey,78000
3995,Nissan,Sunny,2020,1500,89000,automatic,Gray,197500
3996,Volvo,S60,2014,1600,109000,automatic,Black,280000
3997,Hyundai,Elantra,2008,1600,200000,automatic,Eggplant,162000
3998,Toyota,Corolla,2008,1600,148200,automatic,Light grey,166000
3999,Daewoo,Lanos 2,2001,1600,200000,manual,Black,65000
4000,Opel,Astra,2002,1600,180000,manual,White,85000
4001,Chevrolet,Optra,2007,1600,130000,manual,Cyan,100000
4002,Kia,Shuma,2000,1500,250000,manual,Gray,60000
4003,Chevrolet,Optra,2010,1600,200000,manual,Light grey,140000
4004,Hyundai,Elantra,2009,1600,200000,automatic,Gold,110000
4005,Byd,F3,2013,1600,200000,manual,Silver,98000
4006,Opel,Insignia,2014,1600,140000,automatic,Red,305000
4007,Nissan,Sunny,2020,1500,36000,automatic,Black,192000
4008,Chevrolet,Cruze,2016,1600,113000,automatic,Silver,187000
4009,Hyundai,Elantra AD,2020,1600,65000,automatic,Red,300000
4010,Renault,Megane,2006,1600,150000,automatic,Green,105000
4011,Nissan,Sunny,2018,1600,43000,automatic,Bronze,200000
4012,Daewoo,Nubira 2,2006,1600,130000,manual,Green,80000
4013,Opel,Insignia,2017,1600,90000,automatic,Blue,345000
4014,Skoda,Octavia A4,2000,1600,190000,manual,Black,110000
4015,Hyundai,Elantra,2008,1600,160000,automatic,Light grey,160000
4016,Hyundai,Excel,1995,1500,200000,manual,Red,50500
4017,Daewoo,Lanos,2001,1500,110000,manual,Dark green,77000
4018,Daewoo,Lanos,2005,1600,220000,manual,Cyan,81000
4019,Geely,Emgrand 7,2014,1500,200000,manual,Black,84000
4020,Chevrolet,Lanos,2013,1600,38000,manual,Silver,120000
4021,Skoda,Octavia A7,2014,1400,130000,automatic,Silver,280000
4022,Chevrolet,Lanos,2010,1500,175000,manual,White,95000
4023,Chevrolet,Aveo,2017,1500,180000,automatic,Blue,149000
4024,Renault,Clio,2002,1500,135000,manual,Gold,65000
4025,Fiat,Siena,2002,1600,300000,manual,Silver,42000
4026,Byd,F3,2019,1500,85000,manual,White,135000
4027,Chevrolet,Lanos,2014,1600,145000,manual,Silver,105000
4028,Geely,Emgrand 7,2015,1400,112000,manual,Dark red,110000
4029,Byd,F3,2017,1600,141000,manual,Mocha,120000
4030,Chevrolet,Lanos,2013,1500,86000,manual,Dark red,115000
4031,Daewoo,Lanos,2000,1600,130000,manual,Red,62000
4032,Hyundai,Verna,2013,1600,261755,manual,White,98000
4033,Renault,Logan,2016,1600,118000,automatic,Dark red,150000
4034,Proton,Persona,2012,1600,170000,automatic,Red,135000
4035,Chevrolet,Cruze,2010,1600,129000,automatic,Black,185000
4036,Kia,Cerato,2005,1500,190000,automatic,Silver,150000
4037,Byd,F3,2017,1600,71000,manual,Gray,145000
4038,Nissan,Sunny,2014,1400,150000,manual,Light grey,130000
4039,Volkswagen,Jetta,2011,1600,200000,automatic,Black,205000
4040,Kia,Cerato,2011,1600,190000,automatic,Dark red,170000
4041,Byd,F3,2014,1600,110000,manual,White,100000
4042,Byd,F3,2017,1600,200000,manual,Eggplant,130000
4043,Speranza,M11,2010,1600,290000,manual,Black,80000
4044,Kia,Spectra,2001,1600,162000,manual,Silver,80000
4045,Nissan,Sunny,2014,1600,240000,automatic,Gray,160000
4046,Hyundai,Accent,2007,1600,293000,manual,Silver,110000
4047,Hyundai,Verna,2016,1600,110000,manual,Black,128000
4048,Chevrolet,Optra,2020,1500,51000,automatic,Gray,188000
4049,Hyundai,Elantra MD,2013,1600,115000,automatic,Beige,210000
4050,Chevrolet,Lanos,2014,1500,68000,manual,Dark red,120000
4051,Opel,Vectra,1995,1600,150000,manual,White,65000
4052,Chery,Envy,2019,1600,130000,manual,Silver,135000
4053,Skoda,Rapid,2013,1600,150000,manual,Black,155000
4054,Seat,Ibiza,1998,1600,300000,manual,Dark red,55000
4055,Hyundai,Accent,2011,1500,130000,automatic,Black,140000
4056,Speranza,A516,2007,1600,182000,manual,Blue,70000
4057,Chevrolet,Cruze,2010,1600,195000,automatic,Silver,145000
4058,Mitsubishi,Lancer,2009,1600,200000,automatic,Gray,151000
4059,Toyota,Corolla,2011,1600,180000,automatic,Gray,235000
4060,Fiat,Tipo,2020,1400,30000,manual,Black,210000
4061,Great Wall,C30,2013,1400,196000,manual,Silver,80000
4062,Hyundai,Elantra MD,2016,1600,130000,automatic,Dark red,230000
4063,Speranza,A620 || A620,2007,1600,120000,automatic,Black,105000
4064,Renault,Logan,2016,1600,100000,automatic,Light grey,125000
4065,Mitsubishi,Lancer,2006,1600,200000,automatic,Blue,95000
4066,Nissan,Sunny,2010,1600,201000,automatic,Dark blue,141000
4067,Skoda,Fantasia,2009,1600,135000,automatic,Black,210000
4068,Nissan,Sunny,2007,1600,114000,automatic,Cyan,150000
4069,Opel,Vectra,2008,1600,320000,manual,Silver,120000
4070,Hyundai,Elantra MD,2011,1600,46000,automatic,Silver,195000
4071,Skoda,Octavia A4,2005,1600,150000,manual,Gold,135000
4072,Speranza,A11,2007,1600,65000,manual,Black,40000
4073,Daewoo,Nubira 1,1997,1600,210000,manual,White,65000
4074,Daewoo,Lanos,2005,1500,172000,manual,Silver,82000
4075,Chevrolet,Cruze,2010,1600,122000,automatic,Silver,110000
4076,Kia,Shuma,1998,1500,240000,automatic,Red,85000
4077,Skoda,Octavia A4,1998,1600,138000,manual,Silver,95000
4078,Chevrolet,Optra,2017,1500,30000,automatic,Light grey,180000
4079,Hyundai,Elantra MD,2013,1600,135000,automatic,Silver,200000
4080,Renault,Fluence,2010,1600,300000,automatic,Black,128000
4081,Nissan,Sunny,2017,1500,134000,automatic,Bronze,149000
4082,Nissan,Sunny,2018,1600,80000,automatic,Gray,175000
4083,Kia,Sephia,2000,1400,183350,manual,Blue,70000
4084,Daewoo,Lanos,1997,1500,300000,manual,White,65000
4085,Chery,Arrizo 5,2020,1500,100000,automatic,Dark red,195000
4086,Peugeot,405,1994,1600,130000,manual,Red,45000
4087,Mitsubishi,Lancer,2007,1600,248000,automatic,Black,130000
4088,Daewoo,Nubira 2,2001,1600,165000,manual,Black,90000
4089,Hyundai,Verna,2013,1600,294000,manual,Dark red,85000
4090,Hyundai,Verna,2013,1600,150000,manual,Silver,100000
4091,Daewoo,Nubira 1,1999,1600,300000,manual,Silver,65000
4092,Chery,Envy,2017,1600,80000,manual,Dark red,115000
4093,Chevrolet,Aveo,2016,1500,122000,automatic,Silver,165000
4094,Lada,Granta,2017,1500,44000,automatic,Blue,115000
4095,Proton,Gen 2,2016,1600,100000,automatic,Black,165000
4096,Opel,Astra,2017,1600,99000,automatic,Black,230000
4097,Renault,Clio,2004,1400,199000,manual,White,62000
4098,Nissan,Sunny,2008,1600,240000,automatic,Gold,160000
4099,Nissan,Sunny,2019,1600,20000,automatic,Black,200000
4100,Hyundai,Verna,2008,1500,193000,manual,Black,80000
4101,Renault,Megane,2019,1500,55000,automatic,Brown,285000
4102,Speranza,A11,2006,1600,100000,manual,Silver,50000
4103,Hyundai,Accent,2000,1600,224000,manual,Gold,60000
4104,Renault,Logan,2018,1600,140000,automatic,Eggplant,160000
4105,Suzuki,Ciaz,2015,1400,150000,automatic,Silver,180000
4106,Chevrolet,Cruze,2010,1600,142000,automatic,Black,125000
4107,Skoda,Octavia A4,2004,1600,119000,manual,Silver,165000
4108,Fiat,Siena,2001,1400,196000,manual,Silver,53000
4109,Kia,Cerato,2014,1600,96000,automatic,Black,280000
4110,Skoda,Octavia A4,2006,1600,164000,automatic,Silver,140000
4111,Daewoo,Lanos,2000,1600,334000,manual,Petroleum,75000
4112,Speranza,A516,2011,1600,200000,manual,Light grey,60000
4113,Chevrolet,Optra,2010,1600,235000,automatic,Black,120000
4114,Speranza,A516,2008,1600,110000,manual,Silver,70000
4115,Opel,Astra,2005,1600,85000,automatic,Black,105000
4116,Renault,Logan,2014,1600,193000,manual,Silver,110000
4117,Chevrolet,Lanos,2014,1500,110000,manual,Silver,110000
4118,Speranza,A516,2008,1600,150000,manual,Gold,65000
4119,Mitsubishi,Lancer,2015,1600,285000,automatic,White,210000
4120,Renault,Logan,2015,1600,96000,manual,Silver,125000
4121,Fiat,Shahin,2000,1400,65000,manual,Dark red,45000
4122,Nissan,Sentra,2016,1600,95000,automatic,Black,220000
4123,Hyundai,Elantra MD,2016,1600,85000,automatic,Gray,245000
4124,Skoda,Fantasia,2010,1600,131000,automatic,Cyan,265000
4125,Hyundai,Verna,2007,1500,135000,manual,Silver,90000
4126,Lada,2107,2014,1500,42000,manual,Yellow,105000
4127,Peugeot,407,2008,1600,300000,manual,Black,110000
4128,Fiat,Siena,2003,1400,220000,manual,Dark red,65000
4129,Renault,Logan,2017,1600,200000,automatic,Dark blue,140000
4130,Speranza,A516,2008,1600,200000,manual,Black,62000
4131,Daewoo,Lanos,2007,1600,140000,manual,Silver,90000
4132,BMW,525,2008,1600,232000,automatic,Black,290000
4133,Hyundai,Elantra MD,2012,1600,190000,automatic,White,180000
